sorter,loan.or.trip,genus,species,subspecies,collection,specimen.number,sex,svl,locality,ct.whole.body,ct.head,ct.head.phantom,toepads,scales,dice.ct,eggs,status,type.material,percentile,remarks,latitude,longitude,ROM.Object ID,ROM.Object.Number
580,KU2019-10,Anolis,armouri,,KU,315846,M,62.74,,838,,1309,,,,,Returned,,0.847837838,,,,,
581,KU2019-10,Anolis,bahorucoensis,bahorucoensis,KU,315867,F,39.94,,855,,1084,,,,,Returned,,0.907727273,,,,,
582,KU2019-10,Anolis,bahorucoensis,bahorucoensis,KU,315869,M,50.36,,854,,1082,,,,,Returned,,0.98745098,,,,,
583,KU2019-10,Anolis,sp. nov. boulengerianus cf.,,KU,320555,F,46.32,,822,,1339,,,,,Returned,,0.873962264,,,,,
584,KU2019-10,Anolis,sp. nov. boulengerianus cf.,,KU,320729,M,65.73,,830,,1338,,,,,Returned,,0.952608696,,,,,
585,KU2019-10,Anolis,sp. nov. boulengerianus cf.,,KU,320740,M,63.11,,830,,1339,,,,,Returned,,0.914637681,,,,,
586,KU2019-10,Anolis,dollfusianus,,KU,320746,M,41.25,,810,,1216,,,,,Returned,,0.959302326,,,,,
587,KU2019-10,Anolis,dollfusianus,,KU,320749,M,40.18,,806,,1214,,,,,Returned,,0.934418605,,,,,
588,KU2019-10,Anolis,sp. nov. boulengerianus cf.,,KU,320826,F,50.03,,822,,1341,,,,,Returned,,0.943962264,,,,,
589,KU2019-10,Anolis,taylori,,KU,320889,M,72.3,,887,,1245,,,,,Returned,,0.926923077,,,,,
590,KU2019-10,Anolis,taylori,,KU,320896,M,71.17,,887,,1245,,,,,Returned,,0.912435897,,,,,
591,KU2019-10,Anolis,taylori,,KU,320898,F,60.65,,888,,1246,,,,,Returned,,0.94765625,,,,,
592,KU2019-10,Anolis,taylori,,KU,320903,M,70.17,,887,,1246,,,,,Returned,,0.899615385,,,,,
593,KU2019-10,Anolis,taylori,,KU,320908,F,57.36,,888,,1248,,,,,Returned,,0.89625,,,,,
594,KU2019-10,Anolis,taylori,,KU,320909,F,59.08,,888,,1242,,,,,Returned,,0.923125,,,,,
595,KU2019-10,Anolis,taylori,,KU,320910,F,60.35,,887,,1242,,,,,Returned,,0.94296875,,,,,
596,KU2019-10,Anolis,bahorucoensis,bahorucoensis,KU,325123,F,39.13,,855,,1347,,,,,Returned,,0.889318182,,,,,
597,KU2019-10,Anolis,bahorucoensis,bahorucoensis,KU,325137,F,39.21,,855,,1347,,,,,Returned,,0.891136364,,,,,
598,KU2019-10,Anolis,bahorucoensis,bahorucoensis,KU,325149,M,48.66,,842,,1346,,,,,Returned,,0.954117647,,,,,
599,KU2019-10,Anolis,caceresae,,KU,348838,M,57.23,,775,,1230,,,,,Returned,Paratype,0.999825297,,,,,
600,KU2019-10,Anolis,valencienni,,KU,352313,M,82.39,,"844, 845",,1375,,,,,Returned,,0.958023256,,,,,
601,LACM2018-02,Anolis,barkeri,,LACM,34568,F,67.78,,114,190,,done,NA,,,Returned,,0.868974359,,,,,
602,LACM2018-02,Anolis,barkeri,,LACM,34569,F,66.31,,114,189,,done,NA,,,Returned,,0.850128205,,,,,
603,LACM2018-02,Anolis,barkeri,,LACM,34570,M,88.88,,114,189,,done,NA,,,Returned,,0.88,,,,,
604,LACM2018-02,Anolis,barkeri,,LACM,34571,M,91.5,,114,190,,done,NA,,,Returned,,0.905940594,,,,,
605,LACM2018-02,Anolis,rivalis,,LACM,42132,F,53.7,,118,,1410,done,done,,,Returned,Paratype,0.954496978,,,,,
606,LACM2018-02,Anolis,rivalis,,LACM,51540,F,54.03,,118.1,,1409,done,done,,,Returned,Paratype,0.960362602,,,,,
607,LACM2018-02,Anolis,rivalis,,LACM,42128,F,55.55,,"118, 1426",,1410,done,done,,,Returned,Paratype,0.987380021,,,,,
608,LACM2018-02,Anolis,rivalis,,LACM,42126,F,56.26,,"117, 1426",,1110,done,done,,,Returned,Paratype,1,,,,,
609,LACM2018-02,Anolis,rivalis,,LACM,42125,M,55.96,,118,,1413,done,done,,,Returned,Paratype,0.874375,,,,,
610,LACM2018-02,Anolis,rivalis,,LACM,42127,M,60.07,,118.1,,1411,done,done,,,Returned,Paratype,0.93859375,,,,,
611,LACM2018-02,Anolis,rivalis,,LACM,42130,M,60.17,,117,,1412,done,done,,,Returned,Paratype,0.94015625,,,,,
612,LACM2018-02,Anolis,rivalis,,LACM,42133,M,60.55,,118.1,,1412,done,done,,,Returned,Paratype,0.94609375,,,,,
613,LACM2018-02,Anolis,rivalis,,LACM,42135,M,60.79,,118,,1406,done,done,,,Returned,Paratype,0.94984375,,,,,
614,LACM2018-02,Anolis,rivalis,,LACM,42129,M,63.47,,"117, 1426",,1406,done,done,,,Returned,Paratype,0.99171875,,,,,
615,LACM2018-02,Anolis,rivalis,,LACM,42138,M,63.64,,"118.1, 1426",,1110,done,done,,,Returned,Paratype,0.994375,,,,,
616,LACM2018-06,Anolis,maculigula,,LACM,42142,M,60,,"214, 1433",,1415,done,done,,,Returned,Paratype,0.560695262,,,,,
617,LACM2018-06,Anolis,maculigula,,LACM,42143,M,65,,"214, 1433",,1415,done,done,,,Returned,,0.607419867,,,,,
618,LACM2018-02,Anolis,maculigula,,LACM,42144,M,79.16,,113,181,,done,NA,,,Returned,Paratype,0.739743949,,,,,
619,LACM2018-06,Anolis,maculigula,,LACM,42145,F,50,,"214, 1433",,1416,done,done,,,Returned,Paratype,0.666666667,,,,,
620,LACM2018-02,Anolis,maculigula,,LACM,42152,M,71.97,,113,181,,done,NA,,,Returned,Paratype,0.672553967,,,,,
621,LACM2018-02,Anolis,notopholis,,LACM,42209,M,42.85,,132,,1407,done,done,,,Returned,,0.839373164,,,,,
622,LACM2018-02,Anolis,notopholis,,LACM,42211,F,48.46,,"131, 1435",,1407,done,done,,,Returned,,0.931923077,,,,,
623,LACM2018-02,Anolis,zeus,,LACM,47272,M,37.93,,129,201,,done,NA,,,Returned,,0.882093023,,,,,
624,LACM2018-02,Anolis,zeus,,LACM,47273,F,40.55,,130,201,,done,NA,,,Returned,,0.916177135,,,,,
625,LACM2018-06,Anolis,zeus,,LACM,47274,M,37.94,,"214, 1438",,1439,done,done,,,Returned,,0.882325581,,,,,
626,LACM2018-02,Anolis,zeus,,LACM,47275,F,42.22,,129,201,,done,NA,,,Returned,,0.953908721,"poor condition; SVL suspect, head a little crushed",,,,
627,LACM2018-02,Anolis,lemurinus,,LACM,47692,F,59.34,,149,,,done,done,,,Returned,,0.751139241,,,,,
628,LACM2018-02,Anolis,lemurinus,,LACM,47700,F,62.73,,149,,,done,done,,,Returned,,0.794050633,,,,,
629,LACM2018-02,Anolis,lemurinus,,LACM,47702,F,64,,150,,1182,done,done,,,Returned,,0.810126582,,,,,
630,LACM2018-02,Anolis,lemurinus,,LACM,47705,M,53,,147,,,done,done,,,Returned,,0.670886076,,,,,
631,LACM2018-02,Anolis,lemurinus,,LACM,47707,F,64.05,,148,,1173,done,done,,,Returned,,0.810759494,,,,,
632,LACM2018-02,Anolis,lemurinus,,LACM,47714,M,61.15,,150,,,done,done,,,Returned,,0.774050633,,,,,
633,LACM2018-02,Anolis,lemurinus,,LACM,47719,M,63.41,,147,,1173,done,done,,,Returned,,0.802658228,,,,,
634,LACM2018-02,Anolis,notopholis,,LACM,51497,F,43.12,,132,,1408,done,done,,,Returned,,0.829230769,,,,,
635,LACM2018-02,Anolis,notopholis,,LACM,51498,F,46.97,,133,,1409,done,done,,,Returned,,0.903269231,,,,,
636,LACM2018-02,Anolis,notopholis,,LACM,51501,F,44.3,,131,,1408,done,done,,,Returned,,0.851923077,,,,,
637,LACM2018-02,Anolis,rivalis,,LACM,42139,M,48.46,,117,,1411,done,done,,,Returned,Paratype,0.7571875,,,,,
638,LACM2018-02,Anolis,equestris,,LACM,61681,F,122,,173,186,,done,NA,,,Returned,,0.713450292,,,,,
639,LACM2018-02,Anolis,equestris,,LACM,61685,M,167,,177,184,,done,NA,,,Returned,,0.883597884,,,,,
640,LACM2018-02,Anolis,luteogularis,luteogularis,LACM,61687,M,161,,"1047, 1048",200,,done,NA,,,Returned,,0.842931937,,,,,
641,LACM2018-02,Anolis,equestris,,LACM,61688,M,145,,166,185,,done,NA,,,Returned,,0.767195767,,,,,
642,LACM2018-02,Anolis,bahorucoensis,bahorucoensis,LACM,61755,M,41.39,,125,,,done,done,,,Returned,,0.811568627,,,,,
643,LACM2018-02,Anolis,oculatus,,LACM,61769,M,72.27,,155,,,done,done,,,Returned,,0.827077134,,,,,
644,LACM2018-02,Anolis,vermiculatus,,LACM,61785,M,68.26,,125,,1182,done,done,,,Returned,,0.529147287,,,,,
645,LACM2018-02,Anolis,uniformis,,LACM,65113,F,35.37,,130,188,,done,NA,,,Returned,,0.873333333,,,,,
646,LACM2018-06,Anolis,poecilopus cf.,,LACM,72764,F,60.29,,"214.1, 1436",,1416,done,done,,,Returned,,NA,,,,,
647,LACM2018-02,Anolis,notopholis,,LACM,72783,M,47.64,,"132, 1435",,1176,done,done,,,Returned,,0.933202742,,,,,
648,LACM2018-02,Anolis,notopholis,,LACM,72784,F,50.76,,"131, 1436",,1176,done,done,,,Returned,,0.976153846,,,,,
649,LACM2018-02,Anolis,notopholis,,LACM,72785,M,51.05,,"132, 1435",,1149,done,done,,,Returned,,1,,,,,
650,LACM2018-02,Anolis,notopholis,,LACM,72786,F,46.39,,131,,1442,done,done,,,Returned,,0.892115385,,,,,
651,LACM2018-02,Anolis,trachyderma,,LACM,74480,F,56.69,,"115, 136, 1431",,1175,done,done,,,Returned,,0.929344262,,,,,
652,LACM2018-02,Anolis,trachyderma,,LACM,74481,F,53.92,,"115, 137, 1431",,1445,done,done,,,Returned,,0.883934426,,,,,
653,LACM2018-02,Anolis,trachyderma,,LACM,74495,M,48.31,,"115, 137, 1431",,1175,done,done,,,Returned,,0.862678571,,,,,
654,LACM2018-02,Anolis,trachyderma,,LACM,74504,F,46.98,,137,,1444,done,done,,,Returned,,0.770163934,,,,,
655,LACM2018-02,Anolis,trachyderma,,LACM,74516,M,47.84,,"115, 137, 1431",,1444,done,done,,,Returned,,0.854285714,,,,,
656,LACM2018-02,Anolis,equestris,,LACM,74880,FU,145,,169,,,done,NA,,,Returned,,NA,,,,,
657,LACM2018-02,Anolis,uniformis,,LACM,76603,F,34.38,,130,187,,done,NA,,,Returned,,0.848888889,,,,,
658,LACM2018-02,Anolis,oculatus,,LACM,107721,M,69.91,,155,,,done,done,,,Returned,,0.800068666,,,,,
659,LACM2018-02,Anolis,tropidogaster,,LACM,114539,F,51.05,,"138, 1430",,1152,done,done,,,Returned,,0.928181818,,,,,
660,LACM2018-02,Anolis,tropidogaster,,LACM,114540,F,51,,"139, 1430",,1443,done,done,,,Returned,,0.927272727,,,,,
661,LACM2018-02,Anolis,tropidogaster,,LACM,114541,F,48.64,,138,,1443,done,done,,,Returned,,0.884363636,,,,,
662,LACM2018-02,Anolis,gaigei,,LACM,114542,M,48.38,,"138, 1434",,1350,done,done,,,Returned,,0.92152381,,,,,
663,LACM2018-02,Anolis,tropidogaster,,LACM,114547,M,52.41,,"138, 1430",,1152,done,done,,,Returned,,0.949628556,,,,,
664,LACM2018-02,Anolis,oculatus,,LACM,114915,M,76.7,,155,,,done,done,,,Returned,,0.877775235,,,,,
665,LACM2018-02,Anolis,oculatus,,LACM,114916,M,67.89,,159,,,done,done,,,Returned,,0.776951247,,,,,
666,LACM2018-02,Anolis,oculatus,,LACM,114919,M,78.73,,157,,1181,done,done,,,Returned,,0.901007095,,,,,
667,LACM2018-02,Anolis,oculatus,,LACM,114920,M,77.36,,157,,,done,done,,,Returned,,0.88532845,,,,,
668,LACM2018-02,Anolis,oculatus,,LACM,114921,M,80.8,,159,,1181,done,done,,,Returned,,0.924696727,,,,,
669,LACM2018-06,Anolis,barkeri,,LACM,119675,M,98.5,,214.1,,1184,done,done,,,Returned,,0.975247525,,,,,
670,LACM2018-02,Anolis,uniformis,,LACM,129798,F,35.81,,130,187,,done,NA,,,Returned,,0.884197531,,,,,
671,LACM2018-02,Anolis,tropidogaster,,LACM,131480,M,42.04,,"139, 1430",,1442,done,done,,,Returned,,0.761732198,,,,,
672,LACM2018-02,Anolis,luteogularis,sectilis,LACM,135047,F,161,,179,199,,done,NA,,,Returned,,0.914772727,snout scales rubbed off (captive animal?),,,,
673,LACM2018-06,Anolis,luteogularis,sectilis,LACM,135048,F,107,,"222, 760",,,done,done,,,Returned,,0.607954545,seems like was a captive animal (claws not sharp; possibly had gout),,,,
674,LACM2018-02,Anolis,equestris,,LACM,135054,M,145,,167,,,done,NA,,,Returned,,0.767195767,,,,,
675,LACM2018-02,Anolis,bahorucoensis,bahorucoensis,LACM,135084,M,48.37,,143,,,done,done,,,Returned,,0.948431373,,,,,
676,LACM2018-02,Anolis,bahorucoensis,bahorucoensis,LACM,135085,M,40.05,,144,,,done,done,,,Returned,,0.785294118,,,,,
677,LACM2018-02,Anolis,bahorucoensis,bahorucoensis,LACM,135086,M,47.99,,145,,,done,done,,,Returned,,0.940980392,,,,,
678,LACM2018-02,Anolis,bahorucoensis,bahorucoensis,LACM,135087,M,45.54,,144,,,done,done,,,Returned,,0.892941176,,,,,
679,LACM2018-02,Anolis,bahorucoensis,bahorucoensis,LACM,135088,F,40.51,,145,,,done,done,,,Returned,,0.920681818,,,,,
680,LACM2018-02,Anolis,bahorucoensis,bahorucoensis,LACM,135089,M,46.24,,145,,,done,done,,,Returned,,0.906666667,,,,,
681,LACM2018-02,Anolis,bahorucoensis,bahorucoensis,LACM,135090,M,49.31,,143,,,done,done,,,Returned,,0.966862745,,,,,
682,LACM2018-02,Anolis,bahorucoensis,bahorucoensis,LACM,135091,M,44.38,,146,,,done,done,,,Returned,,0.870196078,,,,,
683,LACM2018-02,Anolis,bahorucoensis,bahorucoensis,LACM,135092,F,38.95,,146,,,done,done,,,Returned,,0.885227273,,,,,
684,LACM2018-02,Anolis,bahorucoensis,bahorucoensis,LACM,135093,M,46.1,,144,,,done,done,,,Returned,,0.903921569,,,,,
685,LACM2018-02,Anolis,bahorucoensis,bahorucoensis,LACM,135094,M,50.59,,144,,1149,done,done,,,Returned,,0.991960784,,,,,
686,LACM2018-02,Anolis,bahorucoensis,bahorucoensis,LACM,135095,F,42.46,,146,,1150,done,done,,,Returned,,0.965,,,,,
687,LACM2018-02,Anolis,bahorucoensis,bahorucoensis,LACM,135096,F,39.36,,145,,,done,done,,,Returned,,0.894545455,,,,,
688,LACM2018-02,Anolis,bahorucoensis,bahorucoensis,LACM,135098,M,44.99,,146,,,done,done,,,Returned,,0.882156863,,,,,
689,LACM2018-02,Anolis,gaigei,,LACM,148143,M,44.11,,"139, 1434",,1444,done,done,,,Returned,,0.840190476,,,,,
690,LACM2018-02,Anolis,gaigei,,LACM,148145,F,47.28,,"139, 1434",,1350,done,done,,,Returned,,0.909230769,,,,,
691,LACM2018-02,Anolis,woodi,,LACM,148155,M,73.65,,151,,,done,done,,,Returned,,0.775263158,,,,,
692,LACM2018-02,Anolis,woodi,,LACM,148157,M,73.22,,151,,,done,done,,,Returned,,0.770736842,,,,,
693,LACM2018-02,Anolis,woodi,,LACM,148158,F,79.8,,152,,,done,done,,,Returned,,0.886666667,,,,,
694,LACM2018-02,Anolis,woodi,,LACM,148160,M,75.47,,150,,,done,done,,,Returned,,0.794421053,,,,,
695,LACM2018-02,Anolis,woodi,,LACM,148161,M,85.37,,154,,1174,done,done,,,Returned,,0.898631579,,,,,
696,LACM2018-02,Anolis,woodi,,LACM,148162,M,76.76,,151,,,done,done,,,Returned,,0.808,,,,,
697,LACM2018-02,Anolis,woodi,,LACM,148164,M,67.07,,151,,,done,done,,,Returned,,0.706,,,,,
698,LACM2018-02,Anolis,woodi,,LACM,148169,F,84,,152,,1174,done,done,,,Returned,,0.933333333,,,,,
699,LACM2018-02,Anolis,woodi,,LACM,148174,F,82,,154,,,done,done,,,Returned,,0.911111111,,,,,
700,LACM2018-02,Anolis,woodi,,LACM,148179,F,77,,154,,,done,done,,,Returned,,0.855555556,,,,,
701,LACM2018-02,Anolis,woodi,,LACM,148180,F,76.67,,154,,,done,done,,,Returned,,0.851888889,,,,,
702,LACM2018-02,Anolis,woodi,,LACM,148181,M,69.92,,152,,,done,done,,,Returned,,0.736,,,,,
703,LACM2018-02,Anolis,woodi,,LACM,148182,F,72.04,,152,,,done,done,,,Returned,,0.800444444,,,,,
704,LACM2018-02,Anolis,oxylophus,,LACM,148187,F,58.42,,"123, 1425",,1414,done,done,,,Returned,,0.854093567,,,,,
705,LACM2018-02,Anolis,oxylophus,,LACM,148188,F,55.36,,123,,1414,done,done,,,Returned,,0.809356725,,,,,
706,LACM2018-02,Anolis,oxylophus,,LACM,148189,F,62.2,,"124, 1245",,1112,done,done,,,Returned,,0.909356725,,,,,
707,LACM2018-02,Anolis,oxylophus,,LACM,148190,M,67.94,,"123, 1425",,1413,done,done,,,Returned,,0.799294118,,,,,
708,LACM2018-02,Anolis,oxylophus,,LACM,148191,M,74.54,,"123, 1425",,1112,done,done,,,Returned,,0.876941176,,,,,
709,LACM2018-02,Anolis,poecilopus,,LACM,148192,F,58.37,,125,182,,done,NA,,,Returned,,0.858382353,,,,,
710,LACM2018-02,Anolis,poecilopus,,LACM,148194,F,59.96,,125,,1437,done,NA,,,Returned,,0.881764706,,,,,
711,LACM2018-02,Anolis,poecilopus,,LACM,148196,M,68.82,,124,182,,done,NA,,,Returned,,0.955833333,,,,,
712,LACM2018-02,Anolis,poecilopus,,LACM,148197,F,60.31,,124,183,,done,NA,,,Returned,,0.886911765,,,,,
713,LACM2018-02,Anolis,aquaticus cf.,,LACM,148198,M,64.52,,124,183,,done,NA,,,Returned,,NA,,,,,
714,LACM2018-06,Anolis,poecilopus,,LACM,148199,F,59.68,,"214.1, 1436",,1437,done,done,,,Returned,,0.877647059,,,,,
715,LACM2018-02,Anolis,biporcatus,,LACM,149026,M,79.93,,161,,,done,done,,,Returned,,0.761238095,,,,,
716,LACM2018-02,Anolis,biporcatus,,LACM,149027,M,78.95,,165,,,done,done,,,Returned,,0.751904762,,,,,
717,LACM2018-02,Anolis,biporcatus,,LACM,149031,F,87,,165,,1183,done,done,,,Returned,,0.777966556,,,,,
718,LACM2018-02,Anolis,biporcatus,,LACM,149032,M,97,,162,,,done,done,,,Returned,,0.923809524,,,,,
719,LACM2018-02,Anolis,biporcatus,,LACM,149036,F,83.9,,165,,,done,done,,,Returned,,0.750245909,,,,,
720,LACM2018-02,Anolis,biporcatus,,LACM,149038,M,76.4,,161,,,done,done,,,Returned,,0.727619048,,,,,
721,LACM2018-02,Anolis,biporcatus,,LACM,149039,M,89.7,,161,,,done,done,,,Returned,,0.854285714,,,,,
722,LACM2018-02,Anolis,biporcatus,,LACM,149040,F,84.08,,163,,,done,done,,,Returned,,0.751855495,,,,,
723,LACM2018-02,Anolis,biporcatus,,LACM,149041,F,82.65,,163,,,done,done,,,Returned,,0.739068229,,,,,
724,LACM2018-02,Anolis,biporcatus,,LACM,149044,F,83.25,,163,,,done,done,,,Returned,,0.744433515,,,,,
725,LACM2018-02,Anolis,biporcatus,,LACM,149045,M,93.16,,161,,,done,done,,,Returned,,0.887238095,,,,,
726,LACM2018-02,Anolis,biporcatus,,LACM,149046,F,85.92,,165,,,done,done,,,Returned,,0.768309041,,,,,
727,LACM2018-02,Anolis,biporcatus,,LACM,149047,M,86.89,,162,,,done,done,,,Returned,,0.82752381,,,,,
728,LACM2018-02,Anolis,biporcatus,,LACM,149051,M,104,,163,,1183,done,done,,,Returned,,0.99047619,,,,,
729,LACM2018-02,Anolis,carpenteri,,LACM,149201,F,40.8,,127,,1440,done,done,,,Returned,,0.868085106,,,,,
730,LACM2018-02,Anolis,carpenteri,,LACM,149202,F,38.71,,127,,1441,done,done,,,Returned,,0.823617021,,,,,
731,LACM2018-02,Anolis,carpenteri,,LACM,149203,F,41.03,,127,,1440,done,done,,,Returned,,0.872978723,,,,,
732,LACM2018-02,Anolis,carpenteri,,LACM,149204,F,42.36,,129,,"1150, 1180",done,done,,,Returned,,0.901276596,,,,,
733,LACM2018-02,Anolis,carpenteri,,LACM,149205,F,40.44,,127,,1441,done,done,,,Returned,,0.860425532,,,,,
734,LACM2018-02,Anolis,carpenteri,,LACM,149206,M,34.3,,129,,1185,done,done,,,Returned,,0.762222222,,,,,
735,LACM2018-02,Anolis,frenatus,,LACM,149462,F,108,,126,,191,done,NA,,,Returned,,0.857142857,,,,,
736,LACM2018-02,Anolis,frenatus,,LACM,149463,F,108,,126,,191,done,NA,,,Returned,,0.857142857,,,,,
737,LACM2018-06,Anolis,frenatus,,LACM,149464,F,111,,222,,1186,done,done,,,Returned,,0.880952381,,,,,
738,LACM2018-06,Anolis,frenatus,,LACM,149465,M,130,,,,1187,done,done,,,Returned,,0.866666667,,,,,
739,LACM2018-02,Anolis,limifrons,,LACM,161817,F,37.57,,135,,1202,done,done,,,Returned,,0.834888889,,,,,
740,LACM2018-02,Anolis,limifrons,,LACM,161829,F,39.91,,134,,1200,done,done,,,Returned,,0.886888889,,,,,
741,LACM2018-02,Anolis,limifrons,,LACM,161831,M,34.18,,135,,1203,done,done,,,Returned,,0.794883721,,,,,
742,LACM2018-02,Anolis,limifrons,,LACM,161834,F,38.54,,136,,1198,done,done,,,Returned,,0.856444444,,,,,
743,LACM2018-02,Anolis,limifrons,,LACM,161843,M,35.49,,133,,1201,done,done,,,Returned,,0.825348837,,,,,
744,LACM2018-02,Anolis,limifrons,,LACM,161846,M,35.64,,135,,1199,done,done,,,Returned,,0.828837209,,,,,
745,LACM2018-02,Anolis,limifrons,,LACM,165735,M,36.74,,133,,1202,done,done,,,Returned,,0.854418605,,,,,
746,LACM2018-02,Anolis,limifrons,,LACM,165736,M,37.49,,"133, 1428",,1151,done,done,,,Returned,,0.871860465,,,,,
747,LACM2018-02,Anolis,limifrons,,LACM,165778,F,38.49,,136,,1201,done,done,,,Returned,,0.855333333,,,,,
748,LACM2018-02,Anolis,limifrons,,LACM,165868,F,36.83,,135,,1198,done,done,,,Returned,,0.818444444,,,,,
749,LACM2018-02,Anolis,limifrons,,LACM,165890,M,35.99,,134,,1199,done,done,,,Returned,,0.836976744,,,,,
750,LACM2018-02,Anolis,limifrons,,LACM,165902,F,38.53,,134,,1203,done,done,,,Returned,,0.856222222,,,,,
751,LACM2018-02,Anolis,limifrons,,LACM,165909,F,40.51,,136,,1151,done,done,,,Returned,,0.900222222,,,,,
752,LACM2018-02,Anolis,limifrons,,LACM,165911,M,37.32,,"134, 1428",,1200,done,done,,,Returned,,0.867906977,,,,,
753,LACM2018-02,Anolis,aquaticus,,LACM,166286,F,58.57,,140,,,done,done,,,Returned,,0.901076923,,,,,
754,LACM2018-02,Anolis,aquaticus,,LACM,166299,F,54.33,,140,,1417,done,done,,,Returned,,0.835846154,,,,,
755,LACM2018-02,Anolis,aquaticus,,LACM,166306,M,64.51,,140,,1419,done,done,,,Returned,,0.868003229,,,,,
756,LACM2018-02,Anolis,aquaticus,,LACM,166308,M,66.53,,141,,1420,done,done,,,Returned,,0.895182992,,,,,
757,LACM2018-02,Anolis,aquaticus,,LACM,166310,F,59.59,,142,,1111,done,done,,,Returned,,0.916769231,,,,,
758,LACM2018-02,Anolis,aquaticus,,LACM,166314,F,59.43,,141,,1419,done,done,,,Returned,,0.914307692,,,,,
759,LACM2018-02,Anolis,aquaticus,,LACM,166317,F,57.99,,141,,,done,done,,,Returned,,0.892153846,,,,,
760,LACM2018-02,Anolis,aquaticus,,LACM,166318,F,58.4,,140,,1420,done,done,,,Returned,,0.898461538,,,,,
761,LACM2018-02,Anolis,aquaticus,,LACM,166329,M,56.7,,142,,,done,done,,,Returned,,0.762917115,,,,,
762,LACM2018-02,Anolis,aquaticus,,LACM,166332,M,65.52,,143,,1417,done,done,,,Returned,,0.881593111,,,,,
763,LACM2018-02,Anolis,aquaticus,,LACM,166337,M,63.25,,142,,1418,done,done,,,Returned,,0.851049516,,,,,
764,LACM2018-02,Anolis,aquaticus,,LACM,166340,F,56.13,,141,,,done,done,,,Returned,,0.863538462,,,,,
765,LACM2018-02,Anolis,aquaticus,,LACM,166343,M,68.04,,143,,1418,done,done,,,Returned,,0.915500538,,,,,
766,LACM2018-02,Anolis,aquaticus,,LACM,166357,M,72.84,,142,,1111,done,done,,,Returned,,0.980086114,,,,,
767,LACM2018-02,Anolis,oxylophus,,LACM,170214,M,77.92,,120,,,done,done,,,Returned,,0.916705882,,,,,
768,LACM2018-02,Anolis,oxylophus,,LACM,170217,F,64.92,,119,,,done,done,,,Returned,,0.949122807,,,,,
769,LACM2018-02,Anolis,oxylophus,,LACM,170219,F,63.29,,121,,,done,done,,,Returned,,0.925292398,,,,,
770,LACM2018-02,Anolis,oxylophus,,LACM,170221,M,76.39,,119,,,done,done,,,Returned,,0.898705882,,,,,
771,LACM2018-02,Anolis,oxylophus,,LACM,170222,M,79,,120,,1189,done,done,,,Returned,,0.929411765,,,,,
772,LACM2018-02,Anolis,oxylophus,,LACM,170224,M,71.16,,122,,,done,done,,,Returned,,0.837176471,,,,,
773,LACM2018-02,Anolis,oxylophus,,LACM,170227,M,76.11,,119,,,done,done,,,Returned,,0.895411765,,,,,
774,LACM2018-02,Anolis,oxylophus,,LACM,170228,M,66.95,,121,,,done,done,,,Returned,,0.787647059,,,,,
775,LACM2018-02,Anolis,oxylophus,,LACM,170229,F,60.81,,120,,,done,done,,,Returned,,0.889035088,,,,,
776,LACM2018-02,Anolis,oxylophus,,LACM,170236,M,61.82,,122,,,done,done,,,Returned,,0.727294118,,,,,
777,LACM2018-02,Anolis,oxylophus,,LACM,170238,F,67.36,,121,,1189,done,done,,,Returned,,0.984795322,,,,,
778,LACM2018-02,Anolis,oxylophus,,LACM,170239,F,66.74,,119,,,done,done,,,Returned,,0.975730994,,,,,
779,LACM2018-02,Anolis,oxylophus,,LACM,170249,F,60.76,,121,,,done,done,,,Returned,,0.888304094,,,,,
780,LACM2018-02,Anolis,oxylophus,,LACM,170250,F,64.92,,120,,,done,done,,,Returned,,0.949122807,,,,,
781,LACM2018-02,Anolis,lemurinus,,LACM,175305,F,55.74,,149,,,done,done,,,Returned,,0.70556962,,,,,
782,LACM2018-02,Anolis,lemurinus,,LACM,175311,F,52.18,,148,,,done,done,,,Returned,,0.660506329,,,,,
783,LACM2018-02,Anolis,lemurinus,,LACM,175313,M,46.65,,147,,,done,done,,,Returned,,0.590506329,,,,,
784,LACM2018-02,Anolis,lemurinus,,LACM,175315,M,47.45,,148,,,done,done,,,Returned,,0.600632911,,,,,
785,LACM2018-02,Anolis,lemurinus,,LACM,175318,F,53.24,,150,,,done,done,,,Returned,,0.673924051,,,,,
786,LACM2018-02,Anolis,lemurinus,,LACM,175324,F,58.95,,148,,,done,done,,,Returned,,0.746202532,,,,,
787,LACM2018-02,Anolis,lemurinus,,LACM,175326,M,53.43,,147,,,done,done,,,Returned,,0.676329114,,,,,
788,LACM2018-02,Anolis,lemurinus,,LACM,175340,F,55.81,,149,,,done,done,,,Returned,,0.706455696,,,,,
789,DR2016,Anolis,cybotes,,Mahler,1892,M,60.49,Matadero,a0016,,,done,done,,,In Lab,,0.746790123,,18.390629,-70.431414,2541391,ROMH60209
790,DR2016,Anolis,cybotes,,Mahler,1893,M,60.78,Matadero,a0016,,,done,done,,,In Lab,,0.75037037,,18.38964,-70.43036,,
791,DR2016,Anolis,cybotes,,Mahler,1894,M,57.8,Matadero,a0016,,,done,done,,,In Lab,,0.713580247,,18.38964,-70.43036,,
792,DR2016,Anolis,cybotes,,Mahler,1896,M,58.83,Matadero,a0017,,,done,done,,,In Lab,,0.726296296,,18.391333,-70.431667,,
